,Time Stamp,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z, Patient ID,Unnamed: 0,Patient ID,Unnamed: 0.1,Acc_x ,Time Stamp 
29,283.203125,0.01162,0.843641,0.726275,-0.001811,-0.003621,-0.008019,,,,,,
30,292.96875,0.012021,0.872732,0.751319,-0.001873,-0.003746,-0.008295,,,,,,
31,302.734375,0.012422,0.901823,0.776362,-0.001936,-0.003871,-0.008572,,,,,,
32,312.5,0.012823,0.930914,0.801406,-0.001998,-0.003996,-0.008848,,,,,,
33,322.265625,0.013223,0.960005,0.82645,-0.00206,-0.004121,-0.009125,,,,,,
34,332.03125,0.013624,0.989096,0.851494,-0.002123,-0.004246,-0.009401,,,,,,
35,341.796875,0.014025,1.018187,0.876538,-0.002185,-0.004371,-0.009678,,,,,,
36,351.5625,0.014425,1.047278,0.901582,-0.002248,-0.004496,-0.009954,,,,,,
37,361.328125,0.014826,1.076369,0.926626,-0.00231,-0.00462,-0.010231,,,,,,
38,371.09375,0.015227,1.10546,0.95167,-0.002373,-0.004745,-0.010507,,,,,,
39,380.859375,0.015627,1.134551,0.976714,-0.002435,-0.00487,-0.010784,,,,,,
40,390.625,0.016028,1.163642,1.001758,-0.002498,-0.004995,-0.01106,,,,,,
41,400.390625,0.016429,1.192733,1.026802,-0.00256,-0.00512,-0.011337,,,,,,
42,410.15625,0.01683,1.221824,1.051846,-0.002622,-0.005245,-0.011614,,,,,,
43,419.921875,0.01723,1.250915,1.07689,-0.002685,-0.00537,-0.01189,,,,,,
44,429.6875,0.017631,1.280006,1.101934,-0.002747,-0.005495,-0.012167,,,,,,
45,439.453125,0.018032,1.309097,1.126978,-0.00281,-0.005619,-0.012443,,,,,,
46,449.21875,0.018432,1.338188,1.152022,-0.002872,-0.005744,-0.01272,,,,,,
47,458.984375,0.018833,1.36728,1.177066,-0.002935,-0.005869,-0.012996,,,,,,
48,468.75,0.019234,1.396371,1.20211,-0.002997,-0.005994,-0.013273,,,,,,
49,478.515625,0.019634,1.425462,1.227154,-0.003059,-0.006119,-0.013549,,,,,,
50,488.28125,0.020035,1.454553,1.252198,-0.003122,-0.006244,-0.013826,,,,,,
51,498.046875,0.020436,1.483644,1.277241,-0.003184,-0.006369,-0.014102,,,,,,
52,507.8125,0.020837,1.512735,1.302285,-0.003247,-0.006494,-0.014379,,,,,,
53,517.578125,0.021237,1.541826,1.327329,-0.003309,-0.006618,-0.014655,,,,,,
54,527.34375,0.021638,1.570917,1.352373,-0.003372,-0.006743,-0.014932,,,,,,
55,537.109375,0.022039,1.600008,1.377417,-0.003434,-0.006868,-0.015208,,,,,,
56,546.875,0.022439,1.629099,1.402461,-0.003497,-0.006993,-0.015485,,,,,,
57,556.640625,0.02284,1.65819,1.427505,-0.003559,-0.007118,-0.015761,,,,,,
58,566.40625,0.023241,1.687281,1.452549,-0.003621,-0.007243,-0.016038,,,,,,
59,576.171875,0.023641,1.716372,1.477593,-0.003684,-0.007368,-0.016314,,,,,,
60,585.9375,0.024042,1.745463,1.502637,-0.003746,-0.007493,-0.016591,,,,,,
61,595.703125,0.024443,1.774554,1.527681,-0.003809,-0.007617,-0.016867,,,,,,
62,605.46875,0.024844,1.803645,1.552725,-0.003871,-0.007742,-0.017144,,,,,,
63,615.234375,0.025244,1.832736,1.577769,-0.003934,-0.007867,-0.01742,,,,,,
64,625.0,0.025645,1.861827,1.602813,-0.003996,-0.007992,-0.017697,,,,,,
65,634.765625,0.026046,1.890918,1.627857,-0.004058,-0.008117,-0.017973,,,,,,
66,644.53125,0.026446,1.920009,1.652901,-0.004121,-0.008242,-0.01825,,,,,,
67,654.296875,0.026847,1.949101,1.677945,-0.004183,-0.008367,-0.018526,,,,,,
68,664.0625,0.027248,1.978192,1.702989,-0.004246,-0.008492,-0.018803,,,,,,
69,673.828125,0.027649,2.007283,1.728033,-0.004308,-0.008616,-0.019079,,,,,,
70,683.59375,0.028049,2.036374,1.753077,-0.004371,-0.008741,-0.019356,,,,,,
71,693.359375,0.02845,2.065465,1.778121,-0.004433,-0.008866,-0.019632,,,,,,
72,703.125,0.028851,2.094556,1.803164,-0.004496,-0.008991,-0.019909,,,,,,
73,712.890625,0.029251,2.123647,1.828208,-0.004558,-0.009116,-0.020185,,,,,,
74,722.65625,0.029652,2.152738,1.853252,-0.00462,-0.009241,-0.020462,,,,,,
75,732.421875,0.030053,2.181829,1.878296,-0.004683,-0.009366,-0.020738,,,,,,
76,742.1875,0.030453,2.21092,1.90334,-0.004745,-0.009491,-0.021015,,,,,,
77,751.953125,0.030854,2.240011,1.928384,-0.004808,-0.009615,-0.021291,,,,,,
78,761.71875,0.031255,2.269102,1.953428,-0.00487,-0.00974,-0.021568,,,,,,
79,771.484375,0.031656,2.298193,1.978472,-0.004933,-0.009865,-0.021844,,,,,,
80,781.25,0.032056,2.327284,2.003516,-0.004995,-0.00999,-0.022121,,,,,,
81,791.015625,0.032457,2.356375,2.02856,-0.005058,-0.010115,-0.022398,,,,,,
82,800.78125,0.032858,2.385466,2.053604,-0.00512,-0.01024,-0.022674,,,,,,
83,810.546875,0.033258,2.414557,2.078648,-0.005182,-0.010365,-0.022951,,,,,,
84,820.3125,0.033659,2.443648,2.103692,-0.005245,-0.01049,-0.023227,,,,,,
85,830.078125,0.03406,2.47274,2.128736,-0.005307,-0.010615,-0.023504,,,,,,
86,839.84375,0.03446,2.501831,2.15378,-0.00537,-0.010739,-0.02378,,,,,,
87,849.609375,0.034861,2.530922,2.178824,-0.005432,-0.010864,-0.024057,,,,,,
88,859.375,0.035262,2.560013,2.203868,-0.005495,-0.010989,-0.024333,,,,,,
89,869.140625,0.035663,2.589104,2.228912,-0.005557,-0.011114,-0.02461,,,,,,
90,878.90625,0.036063,2.618195,2.253956,-0.005619,-0.011239,-0.024886,,,,,,
91,888.671875,0.036464,2.647286,2.278999,-0.005682,-0.011364,-0.025163,,,,,,
92,898.4375,0.036865,2.676377,2.304043,-0.005744,-0.011489,-0.025439,,,,,,
93,908.203125,0.037265,2.705468,2.329087,-0.005807,-0.011614,-0.025716,,,,,,
94,917.96875,0.037666,2.734559,2.354131,-0.005869,-0.011738,-0.025992,,,,,,
95,927.734375,0.038067,2.76365,2.379175,-0.005932,-0.011863,-0.026269,,,,,,
96,937.5,0.038468,2.792741,2.404219,-0.005994,-0.011988,-0.026545,,,,,,
97,947.265625,0.038868,2.821832,2.429263,-0.006057,-0.012113,-0.026822,,,,,,
98,957.03125,0.039269,2.850923,2.454307,-0.006119,-0.012238,-0.027098,,,,,,
99,966.796875,0.03967,2.880014,2.479351,-0.006181,-0.012363,-0.027375,,,,,,
100,976.5625,0.04007,2.909105,2.504395,-0.006244,-0.012488,-0.027651,,,,,,
101,986.328125,0.040471,2.938196,2.529439,-0.006306,-0.012613,-0.027928,,,,,,
102,996.09375,0.040872,2.967288,2.554483,-0.006369,-0.012737,-0.028204,,,,,,
103,1005.859375,0.041272,2.996378,2.579527,-0.006431,-0.012862,-0.028481,,,,,,
104,1015.625,0.041673,3.02547,2.604571,-0.006494,-0.012987,-0.028757,,,,,,
105,1025.390625,0.042074,3.054561,2.629615,-0.006556,-0.013112,-0.029034,,,,,,
106,1035.15625,0.042475,3.083652,2.654659,-0.006618,-0.013237,-0.02931,,,,,,
107,1044.921875,0.042875,3.112743,2.679703,-0.006681,-0.013362,-0.029587,,,,,,
108,1054.6875,0.043276,3.141834,2.704747,-0.006743,-0.013487,-0.029863,,,,,,
109,1064.453125,0.043677,3.170925,2.72979,-0.006806,-0.013612,-0.03014,,,,,,
110,1074.21875,0.044077,3.200016,2.754834,-0.006868,-0.013736,-0.030416,,,,,,
111,1083.984375,0.044478,3.229107,2.779879,-0.006931,-0.013861,-0.030693,,,,,,
112,1093.75,0.044879,3.258198,2.804923,-0.006993,-0.013986,-0.030969,,,,,,
113,1103.515625,0.045279,3.287289,2.829967,-0.007056,-0.014111,-0.031246,,,,,,
114,1113.28125,0.04568,3.31638,2.85501,-0.007118,-0.014236,-0.031522,,,,,,
115,1123.046875,0.046081,3.345471,2.880054,-0.00718,-0.014361,-0.031799,,,,,,
116,1132.8125,0.046482,3.374562,2.905098,-0.007243,-0.014486,-0.032075,,,,,,
117,1142.578125,0.046882,3.403653,2.930142,-0.007305,-0.014611,-0.032352,,,,,,
118,1152.34375,0.047283,3.432744,2.955186,-0.007368,-0.014735,-0.032628,,,,,,
119,1162.109375,0.047684,3.461835,2.98023,-0.00743,-0.01486,-0.032905,,,,,,
120,1171.875,0.048084,3.490927,3.005274,-0.007493,-0.014985,-0.033181,,,,,,
121,1181.640625,0.048485,3.520017,3.030318,-0.007555,-0.01511,-0.033458,,,,,,
122,1191.40625,0.048886,3.549109,3.055362,-0.007617,-0.015235,-0.033735,,,,,,
123,1201.171875,0.049286,3.578199,3.080406,-0.00768,-0.01536,-0.034011,,,,,,
124,1210.9375,0.049687,3.607291,3.10545,-0.007742,-0.015485,-0.034288,,,,,,
125,1220.703125,0.050088,3.636382,3.130494,-0.007805,-0.01561,-0.034564,,,,,,
126,1230.46875,0.050489,3.665473,3.155538,-0.007867,-0.015734,-0.034841,,,,,,
127,1240.234375,0.050889,3.694564,3.180582,-0.00793,-0.015859,-0.035117,,,,,,
128,1250.0,0.05129,3.723655,3.205626,-0.007992,-0.015984,-0.035394,,,,,,
129,1259.765625,0.051691,3.752746,3.23067,-0.008055,-0.016109,-0.03567,,,,,,
130,1269.53125,0.052091,3.781837,3.255713,-0.008117,-0.016234,-0.035947,,,,,,
131,1279.296875,0.052492,3.810928,3.280757,-0.008179,-0.016359,-0.036223,,,,,,
132,1289.0625,0.052893,3.840019,3.305801,-0.008242,-0.016484,-0.0365,,,,,,
133,1298.828125,0.053294,3.86911,3.330845,-0.008304,-0.016609,-0.036776,,,,,,
134,1308.59375,0.053694,3.898201,3.35589,-0.008367,-0.016733,-0.037053,,,,,,
135,1318.359375,0.054095,3.927292,3.380933,-0.008429,-0.016858,-0.037329,,,,,,
136,1328.125,0.054496,3.956383,3.405977,-0.008492,-0.016983,-0.037606,,,,,,
137,1337.890625,0.054896,3.985474,3.431021,-0.008554,-0.017108,-0.037882,,,,,,
138,1347.65625,0.055297,4.014565,3.456065,-0.008616,-0.017233,-0.038159,,,,,,
139,1357.421875,0.055698,4.043656,3.481109,-0.008679,-0.017358,-0.038435,,,,,,
140,1367.1875,0.056098,4.072747,3.506153,-0.008741,-0.017483,-0.038712,,,,,,
141,1376.953125,0.056499,4.101838,3.531197,-0.008804,-0.017608,-0.038988,,,,,,
142,1386.71875,0.0569,4.130929,3.556241,-0.008866,-0.017732,-0.039265,,,,,,
143,1396.484375,0.057301,4.160021,3.581285,-0.008929,-0.017857,-0.039541,,,,,,
144,1406.25,0.057701,4.189112,3.606329,-0.008991,-0.017982,-0.039818,,,,,,
145,1416.015625,0.058102,4.218203,3.631373,-0.009054,-0.018107,-0.040094,,,,,,
146,1425.78125,0.058503,4.247293,3.656417,-0.009116,-0.018232,-0.040371,,,,,,
147,1435.546875,0.058903,4.276385,3.681461,-0.009178,-0.018357,-0.040647,,,,,,
148,1445.3125,0.059304,4.305476,3.706505,-0.009241,-0.018482,-0.040924,,,,,,
149,1455.297607,0.059714,4.33522,3.732111,-0.009305,-0.018609,-0.041207,,,,,,
150,1465.282715,0.060123,4.364965,3.757718,-0.009369,-0.018737,-0.041489,,,,,,
151,1475.2677,0.060533,4.39471,3.783325,-0.009432,-0.018865,-0.041772,,,,,,
152,1485.252808,0.060943,4.424455,3.808931,-0.009496,-0.018992,-0.042055,,,,,,
153,1495.237915,0.061353,4.4542,3.834538,-0.00956,-0.01912,-0.042337,,,,,,
154,1505.223022,0.061762,4.483945,3.860145,-0.009624,-0.019248,-0.04262,,,,,,
155,1515.208008,0.062172,4.51369,3.885752,-0.009688,-0.019376,-0.042903,,,,,,
156,1525.193115,0.062582,4.543434,3.911359,-0.009752,-0.019503,-0.043186,,,,,,
157,1535.178223,0.062991,4.573179,3.936965,-0.009815,-0.019631,-0.043468,,,,,,
158,1545.16333,0.063401,4.602924,3.962572,-0.009879,-0.019759,-0.043751,,,,,,
159,1555.148315,0.063811,4.632668,3.988179,-0.009943,-0.019886,-0.044034,,,,,,
160,1565.133423,0.064221,4.662414,4.013785,-0.010007,-0.020014,-0.044317,,,,,,
161,1575.11853,0.06463,4.692158,4.039392,-0.010071,-0.020142,-0.044599,,,,,,
162,1585.103638,0.06504,4.721903,4.064999,-0.010135,-0.020269,-0.044882,,,,,,
163,1595.088623,0.06545,4.751647,4.090606,-0.010198,-0.020397,-0.045165,,,,,,
164,1605.07373,0.065859,4.781393,4.116212,-0.010262,-0.020525,-0.045447,,,,,,
165,1615.058838,0.066269,4.811137,4.141819,-0.010326,-0.020652,-0.04573,,,,,,
166,1625.043945,0.066679,4.840882,4.167426,-0.01039,-0.02078,-0.046013,,,,,,
167,1635.028931,0.067089,4.870627,4.193033,-0.010454,-0.020908,-0.046296,,,,,,
168,1645.014038,0.067498,4.900372,4.218639,-0.010518,-0.021035,-0.046578,,,,,,
169,1654.999146,0.067908,4.930116,4.244246,-0.010582,-0.021163,-0.046861,,,,,,
170,1664.984253,0.068318,4.959861,4.269853,-0.010645,-0.021291,-0.047144,,,,,,
171,1674.969238,0.068727,4.989606,4.29546,-0.010709,-0.021418,-0.047427,,,,,,
172,1684.954346,0.069137,5.019351,4.321066,-0.010773,-0.021546,-0.047709,,,,,,
173,1694.939453,0.069547,5.049096,4.346673,-0.010837,-0.021674,-0.047992,,,,,,
174,1704.924561,0.069956,5.07884,4.37228,-0.010901,-0.021801,-0.048275,,,,,,
175,1714.909546,0.070366,5.108585,4.397886,-0.010965,-0.021929,-0.048557,,,,,,
176,1724.894653,0.070776,5.13833,4.423493,-0.011028,-0.022057,-0.04884,,,,,,
177,1734.879761,0.071186,5.168075,4.4491,-0.011092,-0.022185,-0.049123,,,,,,
178,1744.864868,0.071595,5.197819,4.474707,-0.011156,-0.022312,-0.049406,,,,,,
179,1754.849854,0.072005,5.227564,4.500313,-0.01122,-0.02244,-0.049688,,,,,,
180,1764.834961,0.072415,5.257309,4.52592,-0.011284,-0.022568,-0.049971,,,,,,
181,1774.820068,0.072824,5.287054,4.551527,-0.011348,-0.022695,-0.050254,,,,,,
182,1784.805176,0.073234,5.316798,4.577134,-0.011411,-0.022823,-0.050537,,,,,,
183,1794.790161,0.073644,5.346543,4.60274,-0.011475,-0.022951,-0.050819,,,,,,
184,1804.775269,0.074054,5.376288,4.628347,-0.011539,-0.023078,-0.051102,,,,,,
185,1814.760376,0.074463,5.406033,4.653954,-0.011603,-0.023206,-0.051385,,,,,,
186,1824.745483,0.074873,5.435778,4.679561,-0.011667,-0.023334,-0.051667,,,,,,
187,1834.730469,0.075283,5.465523,4.705167,-0.011731,-0.023461,-0.05195,,,,,,
188,1844.715576,0.075692,5.495267,4.730774,-0.011795,-0.023589,-0.052233,,,,,,
189,1854.700684,0.076102,5.525012,4.756381,-0.011858,-0.023717,-0.052516,,,,,,
190,1864.685791,0.076512,5.554757,4.781988,-0.011922,-0.023844,-0.052798,,,,,,
191,1874.670776,0.076922,5.584502,4.807594,-0.011986,-0.023972,-0.053081,,,,,,
192,1884.655884,0.077331,5.614246,4.833201,-0.01205,-0.0241,-0.053364,,,,,,
193,1894.640991,0.077741,5.643991,4.858808,-0.012114,-0.024227,-0.053647,,,,,,
194,1904.626099,0.078151,5.673736,4.884415,-0.012178,-0.024355,-0.053929,,,,,,
195,1914.611084,0.07856,5.703481,4.910021,-0.012241,-0.024483,-0.054212,,,,,,
196,1924.596191,0.07897,5.733225,4.935628,-0.012305,-0.024611,-0.054495,,,,,,
197,1934.581299,0.07938,5.76297,4.961235,-0.012369,-0.024738,-0.054777,,,,,,
198,1944.566406,0.079789,5.792715,4.986842,-0.012433,-0.024866,-0.05506,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, R435,,,,,
1,9.765625,0.00027,-0.00233,0.026842,8e-06,-0.00027,-0.00013,,,,,,
2,19.53125,0.00054,-0.00465,0.053684,1.5e-05,-0.00053,-0.00026,,,,,,
3,29.29688,0.000809,-0.00698,0.080526,2.3e-05,-0.0008,-0.00038,,,,,,
4,39.0625,0.001079,-0.00931,0.107368,3e-05,-0.00107,-0.00051,,,,,,
5,48.82813,0.001349,-0.01163,0.13421,3.8e-05,-0.00133,-0.00064,,,,,,
6,58.59375,0.001619,-0.01396,0.161052,4.5e-05,-0.0016,-0.00077,,,,,,
7,68.35938,0.001888,-0.01629,0.187894,5.3e-05,-0.00187,-0.00089,,,,,,
8,78.125,0.002158,-0.01861,0.214736,6e-05,-0.00213,-0.00102,,,,,,
9,87.89063,0.002428,-0.02094,0.241578,6.8e-05,-0.0024,-0.00115,,,,,,
10,97.65625,0.002698,-0.02327,0.26842,7.5e-05,-0.00267,-0.00128,,,,,,
11,107.4219,0.002967,-0.02559,0.295262,8.3e-05,-0.00293,-0.0014,,,,,,
12,117.1875,0.003237,-0.02792,0.322104,9e-05,-0.0032,-0.00153,,,,,,
13,126.9531,0.003507,-0.03025,0.348946,9.8e-05,-0.00346,-0.00166,,,,,,
14,136.7188,0.003777,-0.03258,0.375789,0.000105,-0.00373,-0.00179,,,,,,
15,146.4844,0.004047,-0.0349,0.402631,0.000113,-0.004,-0.00191,,,,,,
16,156.25,0.004316,-0.03723,0.429473,0.00012,-0.00426,-0.00204,,,,,,
17,166.0156,0.004586,-0.03956,0.456315,0.000128,-0.00453,-0.00217,,,,,,
18,175.7813,0.004856,-0.04188,0.483157,0.000135,-0.0048,-0.0023,,,,,,
19,185.5469,0.005126,-0.04421,0.509999,0.000143,-0.00506,-0.00243,,,,,,
20,195.3125,0.005395,-0.04654,0.536841,0.00015,-0.00533,-0.00255,,,,,,
21,205.0781,0.005665,-0.04886,0.563683,0.000158,-0.0056,-0.00268,,,,,,
22,214.8438,0.005935,-0.05119,0.590525,0.000165,-0.00586,-0.00281,,,,,,
23,224.6094,0.006205,-0.05352,0.617367,0.000173,-0.00613,-0.00294,,,,,,
24,234.375,0.006474,-0.05584,0.644209,0.00018,-0.0064,-0.00306,,,,,,
25,244.1406,0.006744,-0.05817,0.671051,0.000188,-0.00666,-0.00319,,,,,,
26,253.9063,0.007014,-0.0605,0.697893,0.000195,-0.00693,-0.00332,,,,,,
27,263.6719,0.007284,-0.06282,0.724735,0.000203,-0.0072,-0.00345,,,,,,
28,273.4375,0.007554,-0.06515,0.751577,0.00021,-0.00746,-0.00357,,,,,,
29,283.2031,0.007823,-0.06748,0.778419,0.000218,-0.00773,-0.0037,,,,,,
30,292.9688,0.008093,-0.0698,0.805261,0.000225,-0.00799,-0.00383,,,,,,
31,302.7344,0.008363,-0.07213,0.832103,0.000233,-0.00826,-0.00396,,,,,,
32,312.5,0.008633,-0.07446,0.858945,0.00024,-0.00853,-0.00408,,,,,,
33,322.2656,0.008902,-0.07678,0.885787,0.000248,-0.00879,-0.00421,,,,,,
34,332.0313,0.009172,-0.07911,0.912629,0.000255,-0.00906,-0.00434,,,,,,
35,341.7969,0.009442,-0.08144,0.939471,0.000263,-0.00933,-0.00447,,,,,,
36,351.5625,0.009712,-0.08376,0.966313,0.00027,-0.00959,-0.00459,,,,,,
37,361.3281,0.009981,-0.08609,0.993155,0.000278,-0.00986,-0.00472,,,,,,
38,371.0938,0.010251,-0.08842,1.019997,0.000285,-0.01013,-0.00485,,,,,,
39,380.8594,0.010521,-0.09074,1.046839,0.000293,-0.01039,-0.00498,,,,,,
40,390.625,0.010791,-0.09307,1.073681,0.0003,-0.01066,-0.0051,,,,,,
41,400.3906,0.011061,-0.0954,1.100523,0.000308,-0.01093,-0.00523,,,,,,
42,410.1563,0.01133,-0.09772,1.127365,0.000315,-0.01119,-0.00536,,,,,,
43,419.9219,0.0116,-0.10005,1.154207,0.000323,-0.01146,-0.00549,,,,,,
44,429.6875,0.01187,-0.10238,1.18105,0.00033,-0.01173,-0.00562,,,,,,
45,439.4531,0.01214,-0.1047,1.207892,0.000338,-0.01199,-0.00574,,,,,,
46,449.2188,0.012409,-0.10703,1.234734,0.000345,-0.01226,-0.00587,,,,,,
47,458.9844,0.012679,-0.10936,1.261576,0.000353,-0.01252,-0.006,,,,,,
48,468.75,0.012949,-0.11168,1.288418,0.00036,-0.01279,-0.00613,,,,,,
49,478.5156,0.013219,-0.11401,1.31526,0.000368,-0.01306,-0.00625,,,,,,
50,488.2813,0.013488,-0.11634,1.342102,0.000375,-0.01332,-0.00638,,,,,,
51,498.0469,0.013758,-0.11867,1.368944,0.000383,-0.01359,-0.00651,,,,,,
52,507.8125,0.014028,-0.12099,1.395786,0.00039,-0.01386,-0.00664,,,,,,
53,517.5781,0.014298,-0.12332,1.422628,0.000398,-0.01412,-0.00676,,,,,,
54,527.3438,0.014568,-0.12565,1.44947,0.000405,-0.01439,-0.00689,,,,,,
55,537.1094,0.014837,-0.12797,1.476312,0.000413,-0.01466,-0.00702,,,,,,
56,546.875,0.015107,-0.1303,1.503154,0.00042,-0.01492,-0.00715,,,,,,
57,556.6406,0.015377,-0.13263,1.529996,0.000428,-0.01519,-0.00727,,,,,,
58,566.4063,0.015647,-0.13495,1.556838,0.000435,-0.01546,-0.0074,,,,,,
59,576.1719,0.015916,-0.13728,1.58368,0.000443,-0.01572,-0.00753,,,,,,
60,585.9375,0.016186,-0.13961,1.610522,0.00045,-0.01599,-0.00766,,,,,,
61,595.7031,0.016456,-0.14193,1.637364,0.000458,-0.01626,-0.00778,,,,,,
62,605.4688,0.016726,-0.14426,1.664206,0.000465,-0.01652,-0.00791,,,,,,
63,615.2344,0.016995,-0.14659,1.691048,0.000473,-0.01679,-0.00804,,,,,,
64,625.0,0.017265,-0.14891,1.71789,0.00048,-0.01706,-0.00817,,,,,,
65,634.7656,0.017535,-0.15124,1.744732,0.000488,-0.01732,-0.0083,,,,,,
66,644.5313,0.017805,-0.15357,1.771574,0.000495,-0.01759,-0.00842,,,,,,
67,654.2969,0.018075,-0.15589,1.798416,0.000503,-0.01785,-0.00855,,,,,,
68,664.0625,0.018344,-0.15822,1.825258,0.00051,-0.01812,-0.00868,,,,,,
69,673.8281,0.018614,-0.16055,1.8521,0.000518,-0.01839,-0.00881,,,,,,
70,683.5938,0.018884,-0.16287,1.878942,0.000525,-0.01865,-0.00893,,,,,,
71,693.3594,0.019154,-0.1652,1.905784,0.000533,-0.01892,-0.00906,,,,,,
72,703.125,0.019423,-0.16753,1.932626,0.00054,-0.01919,-0.00919,,,,,,
73,712.8906,0.019693,-0.16985,1.959469,0.000548,-0.01945,-0.00932,,,,,,
74,722.6563,0.019963,-0.17218,1.986311,0.000555,-0.01972,-0.00944,,,,,,
75,732.4219,0.020233,-0.17451,2.013153,0.000563,-0.01999,-0.00957,,,,,,
76,742.1875,0.020502,-0.17683,2.039995,0.00057,-0.02025,-0.0097,,,,,,
77,751.9531,0.020772,-0.17916,2.066837,0.000578,-0.02052,-0.00983,,,,,,
78,761.7188,0.021042,-0.18149,2.093679,0.000586,-0.02079,-0.00995,,,,,,
79,771.4844,0.021312,-0.18381,2.120521,0.000593,-0.02105,-0.01008,,,,,,
80,781.25,0.021582,-0.18614,2.147363,0.000601,-0.02132,-0.01021,,,,,,
81,791.0156,0.021851,-0.18847,2.174205,0.000608,-0.02159,-0.01034,,,,,,
82,800.7813,0.022121,-0.19079,2.201047,0.000616,-0.02185,-0.01046,,,,,,
83,810.5469,0.022391,-0.19312,2.227889,0.000623,-0.02212,-0.01059,,,,,,
84,820.3125,0.022661,-0.19545,2.254731,0.000631,-0.02238,-0.01072,,,,,,
85,830.0781,0.02293,-0.19778,2.281573,0.000638,-0.02265,-0.01085,,,,,,
86,839.8438,0.0232,-0.2001,2.308415,0.000646,-0.02292,-0.01097,,,,,,
87,849.6094,0.02347,-0.20243,2.335257,0.000653,-0.02318,-0.0111,,,,,,
88,859.375,0.02374,-0.20476,2.362099,0.000661,-0.02345,-0.01123,,,,,,
89,869.1406,0.024009,-0.20708,2.388941,0.000668,-0.02372,-0.01136,,,,,,
90,878.9063,0.024279,-0.20941,2.415783,0.000676,-0.02398,-0.01149,,,,,,
91,888.6719,0.024549,-0.21174,2.442625,0.000683,-0.02425,-0.01161,,,,,,
92,898.4375,0.024819,-0.21406,2.469467,0.000691,-0.02452,-0.01174,,,,,,
93,908.2031,0.025089,-0.21639,2.496309,0.000698,-0.02478,-0.01187,,,,,,
94,917.9688,0.025358,-0.21872,2.523151,0.000706,-0.02505,-0.012,,,,,,
95,927.7344,0.025628,-0.22104,2.549993,0.000713,-0.02532,-0.01212,,,,,,
96,937.5,0.025898,-0.22337,2.576835,0.000721,-0.02558,-0.01225,,,,,,
97,947.2656,0.026168,-0.2257,2.603678,0.000728,-0.02585,-0.01238,,,,,,
98,957.0313,0.026437,-0.22802,2.630519,0.000736,-0.02612,-0.01251,,,,,,
